Имя ЛКД;Имя MDU (LKD);Область ЛКД;Город ЛКД;Улица ЛКД;Дом ЛКД;ID Дома;Подъезд(ЛКД);ID Подъезда;Количество этажей ЛКД;Квартира от (ЛКД);Квартира до ЛКД;Длина кабеля ЛКД;К-тво UTP/пар в ЛКД;Метод прокладки ЛКД;Дата акта ЛКД;Дилер зоны;СТАТУС ЛКД;ИФ Автора изменения;Дата изменения
LKD_MEL_5646641_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];6;5487806;;5646641;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646643_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];6;5487806;;5646643;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646653_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Шмідта;2;5487976;;5646653;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646655_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Шмідта;2;5487976;;5646655;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646731_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;71;5487881;;5646731;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646733_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;71;5487881;;5646733;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646743_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;68;5487469;;5646743;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646745_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;68;5487469;;5646745;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_na_5646783_1;;Запорізька область;Мелітополь м.;Героїв України[Кірова];43;5487779;1;5646783;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646785_1;;Запорізька область;Мелітополь м.;Героїв України[Кірова];43;5487779;2;5646785;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646787_1;;Запорізька область;Мелітополь м.;Героїв України[Кірова];43;5487779;3;5646787;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646789_1;;Запорізька область;Мелітополь м.;Героїв України[Кірова];43;5487779;4;5646789;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646817_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];174;479133;1;5646817;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646819_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];174;479133;2;5646819;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646821_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];174;479133;3;5646821;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646823_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];174;479133;4;5646823;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646825_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];174;479133;5;5646825;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5646827_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];174;479133;6;5646827;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_MEL_5646847_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Дружби;218;5487712;;5646847;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646875_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Гетьманська[Леніна];121;5487827;;5646875;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646953_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;64;5487889;;5646953;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646955_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;64;5487889;;5646955;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_na_5646957_1;;Запорізька область;Мелітополь м.;Інтеркультурна[Дзержинського];141;5487680;1;5646957;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_MEL_5646991_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;31;5487865;;5646991;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5646993_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;31;5487865;;5646993;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647019_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Шмідта;1;5487974;;5647019;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647021_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Шмідта;1;5487974;;5647021;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647043_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Садова[Бронзоса];39;5487626;;5647043;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647045_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Садова[Бронзоса];39;5487626;;5647045;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647121_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;34;5487954;;5647121;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647123_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;34;5487954;;5647123;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647141_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];8;5487984;;5647141;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647143_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];8;5487984;;5647143;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647147_1;MDU_MEL00002;Запорізька область;Мелітополь м.;50 років Перемоги;22;5372697;;5647147;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647149_1;MDU_MEL00002;Запорізька область;Мелітополь м.;50 років Перемоги;22;5372697;;5647149;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647151_1;MDU_MEL00002;Запорізька область;Мелітополь м.;50 років Перемоги;22;5372697;;5647151;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_na_5647153_1;;Запорізька область;Мелітополь м.;Вакуленка;78;5487927;1;5647153;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5647155_1;;Запорізька область;Мелітополь м.;Вакуленка;78;5487927;2;5647155;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5647157_1;;Запорізька область;Мелітополь м.;Вакуленка;78;5487927;3;5647157;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5647159_1;;Запорізька область;Мелітополь м.;Вакуленка;78;5487927;4;5647159;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5647161_1;;Запорізька область;Мелітополь м.;Вакуленка;78;5487927;5;5647161;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5647163_1;;Запорізька область;Мелітополь м.;Вакуленка;78;5487927;6;5647163;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_MEL_5647173_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Бєляєва;3;5487576;;5647173;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647175_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Бєляєва;3;5487576;;5647175;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647181_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;65;5487879;;5647181;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5647183_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;65;5487879;;5647183;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_5675117_1;MDU_MEL00002;Запорізька область;Мелітополь м.;50 років Перемоги;27;5372723;;5675117;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_na_5675159_1;;Запорізька область;Мелітополь м.;Вакуленка;68;5487934;1;5675159;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5675161_1;;Запорізька область;Мелітополь м.;Вакуленка;68;5487934;2;5675161;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5675163_1;;Запорізька область;Мелітополь м.;Вакуленка;68;5487934;3;5675163;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_5675165_1;;Запорізька область;Мелітополь м.;Вакуленка;68;5487934;4;5675165;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_BRD_5675219_1;MDU_BRD00130;Запорізька область;Бердянськ м.;Перемоги;45/36;965551;;5675219;9;;;;;;;"ТОВ  ""Нет-Строй Групп""";назначен в план;GIS;10.02.2017
LKD_MEL_6226207_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226207;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226209_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226209;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226211_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226211;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226213_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226213;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226215_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226215;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226217_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226217;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226219_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226219;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226221_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];75;5372880;;6226221;9;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226229_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];79;5372876;;6226229;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226231_1;MDU_MEL00002;Запорізька область;Мелітополь м.;Олеся Гончара[Червонофлотська];79;5372876;;6226231;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226237_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];18А;5522554;;6226237;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226239_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];18А;5522554;;6226239;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226241_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];18А;5522554;;6226241;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226243_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];18А;5522554;;6226243;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226245_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];18А;5522554;;6226245;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226247_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Івана Алексєєва[Крупської];18А;5522554;;6226247;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226255_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;63;5530274;;6226255;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226257_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;63;5530274;;6226257;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226259_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Хмельницького Богдана;63;5530274;;6226259;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226281_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Садова[Бронзоса];43;5515914;;6226281;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226283_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Садова[Бронзоса];43;5515914;;6226283;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226309_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Воровського;18;5516570;;6226309;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6226311_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Воровського;18;5516570;;6226311;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6227889_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Ярослава Мудрого[Люксембург Рози];2;5526086;;6227889;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6227891_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Ярослава Мудрого[Люксембург Рози];2;5526086;;6227891;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_ZAP_6229307_1;MDU_ZAP00024;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Новокузнецька;5А;5689520;;6229307;9;;;;;;;"ТОВ  ""Нет-Строй Групп""";назначен в план;GIS;10.02.2017
LKD_ZAP_6229309_1;MDU_ZAP00024;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Новокузнецька;5А;5689520;;6229309;9;;;;;;;"ТОВ  ""Нет-Строй Групп""";назначен в план;GIS;10.02.2017
LKD_na_6619958_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Дивногорська;20;470589;1;6619958;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_6619960_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Дивногорська;20;470589;2;6619960;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_MEL_6620420_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Вакуленчука;59;5515796;;6620420;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_MEL_6620422_1;MDU_MEL00003;Запорізька область;Мелітополь м.;Вакуленчука;59;5515796;;6620422;5;;;;;;;"ТОВ ""АСТРА КОМ""";назначен в план;GIS;10.02.2017
LKD_na_8995402_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Поштова[Горького];55А;2004822;1;8995402;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995404_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Поштова[Горького];55А;2004822;2;8995404;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995406_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Поштова[Горького];55А;2004822;3;8995406;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995430_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Новокузнецька;10А;483747;1;8995430;1;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995476_1;;Запорізька область;Бердянськ м.;Європейська[Кірова];52;962830;1;8995476;14;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995586_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Хакаська;3;498627;1;8995586;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995588_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Хакаська;3;498627;2;8995588;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995590_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Хакаська;3;498627;3;8995590;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995626_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Патріотична;50А;486473;1;8995626;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995628_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Патріотична;50А;486473;2;8995628;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995630_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Патріотична;50А;486473;3;8995630;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995638_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Північнокільцева;8;2004566;1;8995638;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995662_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тбіліська;17;494937;1;8995662;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995664_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тбіліська;17;494937;2;8995664;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995666_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тбіліська;17;494937;3;8995666;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995668_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тбіліська;17;494937;4;8995668;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995674_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Лахтинська;10Б;478855;1;8995674;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995676_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Ювілейний;45А;502664;1;8995676;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995678_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Ювілейний;45А;502664;2;8995678;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995724_1;;Запорізька область;Бердянськ м.;Довганюка[Орджонікідзе];101;1102396;1;8995724;10;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995726_1;;Запорізька область;Бердянськ м.;Довганюка[Орджонікідзе];101;1102396;2;8995726;10;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995728_1;;Запорізька область;Бердянськ м.;Довганюка[Орджонікідзе];101;1102396;3;8995728;10;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995730_1;;Запорізька область;Бердянськ м.;Довганюка[Орджонікідзе];101;1102396;4;8995730;10;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995732_1;;Запорізька область;Бердянськ м.;Першотравнева;51А;2008668;1;8995732;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995734_1;;Запорізька область;Бердянськ м.;Першотравнева;51А;2008668;2;8995734;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995736_1;;Запорізька область;Бердянськ м.;Першотравнева;51А;2008668;3;8995736;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995766_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Європейська[Малиновського];8;480328;1;8995766;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995768_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Європейська[Малиновського];8;480328;2;8995768;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995770_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Європейська[Малиновського];8;480328;3;8995770;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995772_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Європейська[Малиновського];8;480328;4;8995772;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995774_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кругова;111/1;1103605;1;8995774;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995776_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кругова;111/1;1103605;2;8995776;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995778_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кругова;111/1;1103605;3;8995778;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995870_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Іванівська;20;473453;1;8995870;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995872_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Іванівська;20;473453;2;8995872;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995988_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Юності;59;502868;1;8995988;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995990_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Юності;59;502868;2;8995990;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995992_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Юності;59;502868;3;8995992;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995994_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Юності;59;502868;4;8995994;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8995996_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;126;504646;1;8995996;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996118_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Маяковського;16;480888;1;8996118;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996120_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Маяковського;16;480888;2;8996120;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996122_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Маяковського;16;480888;3;8996122;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996210_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Чарівна;40;499783;1;8996210;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996212_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Чарівна;40;499783;2;8996212;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996214_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Бородинська;6А;465652;1;8996214;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996216_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Бородинська;6А;465652;2;8996216;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996230_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Бочарова;9;465725;1;8996230;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996274_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Музична;31;482622;1;8996274;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996276_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Музична;31;482622;2;8996276;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996278_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Музична;31;482622;3;8996278;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996280_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Музична;31;482622;4;8996280;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996282_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Демократична;64;470259;1;8996282;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996284_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Демократична;64;470259;2;8996284;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996286_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Демократична;64;470259;3;8996286;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_ZAP_8996362_1;MDU_ZAP00095;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Рекордна;36А;1102163;1;8996362;5;;;15;24;Крыша(трос);21.12.2015;"ТОВ ""АСТРА КОМ""";эксплуатация;Kyivstar;28.03.2017
LKD_ZAP_8996364_1;MDU_ZAP00095;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Рекордна;36А;1102163;2;8996364;5;;;55;24;Крыша(трос);21.12.2015;"ТОВ ""АСТРА КОМ""";эксплуатация;Kyivstar;28.03.2017
LKD_na_8996442_1;;Запорізька область;Бердянськ м.;Першотравнева;51;2008670;1;8996442;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996444_1;;Запорізька область;Бердянськ м.;Першотравнева;51;2008670;2;8996444;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996446_1;;Запорізька область;Бердянськ м.;Першотравнева;51;2008670;3;8996446;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996448_1;;Запорізька область;Бердянськ м.;Першотравнева;51;2008670;4;8996448;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996450_1;;Запорізька область;Бердянськ м.;Першотравнева;51;2008670;5;8996450;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_8996452_1;;Запорізька область;Бердянськ м.;Першотравнева;51;2008670;6;8996452;5;;;;;;;;назначен в план;GIS;10.02.2017
