Имя ЛКД;Имя MDU (LKD);Область ЛКД;Город ЛКД;Улица ЛКД;Дом ЛКД;ID Дома;Подъезд(ЛКД);ID Подъезда;Количество этажей ЛКД;Квартира от (ЛКД);Квартира до ЛКД;Длина кабеля ЛКД;К-тво UTP/пар в ЛКД;Метод прокладки ЛКД;Дата акта ЛКД;Дилер зоны;СТАТУС ЛКД;ИФ Автора изменения;Дата изменения
LKD_na_9004698_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Воронезька;18А;467823;2;9004698;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004706_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Рекордна;6;489756;1;9004706;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004708_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Рекордна;6;489756;2;9004708;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004734_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];182А;479219;1;9004734;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004736_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];182А;479219;2;9004736;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004748_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;1;9004748;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004750_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;2;9004750;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004752_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;3;9004752;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004754_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;4;9004754;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004756_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;5;9004756;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004758_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;6;9004758;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004760_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;7;9004760;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004762_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);14-го Жовтня;3;2009436;8;9004762;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004928_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перемоги;81А;487452;1;9004928;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004930_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перемоги;81А;487452;2;9004930;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004932_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перемоги;81А;487452;3;9004932;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004964_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Леоніда Жаботинського[Правди];10А;488601;1;9004964;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004966_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Леоніда Жаботинського[Правди];10А;488601;2;9004966;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004968_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Новокузнецька;34А;483727;1;9004968;1;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004976_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;1;9004976;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004978_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;2;9004978;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004980_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;3;9004980;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004982_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;4;9004982;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004984_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;5;9004984;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004986_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;6;9004986;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004988_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;7;9004988;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004990_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;8;9004990;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9004992_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;27;503957;9;9004992;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005018_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Щаслива;2Б;494430;1;9005018;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005020_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Щаслива;2Б;494430;2;9005020;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005074_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;1;9005074;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005076_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;2;9005076;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005078_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;3;9005078;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005080_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;4;9005080;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005082_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;5;9005082;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005084_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;6;9005084;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005086_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;7;9005086;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005088_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;35;504109;8;9005088;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005090_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;78А;1102140;1;9005090;15;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005122_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;5А;504535;1;9005122;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005124_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;5А;504535;2;9005124;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005126_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;5А;504535;3;9005126;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005128_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;5А;504535;4;9005128;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005284_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тополіна;33;496304;1;9005284;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005286_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тополіна;33;496304;2;9005286;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005288_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тополіна;33;496304;3;9005288;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005290_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Тополіна;33;496304;4;9005290;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005306_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;66/13;503935;1;9005306;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005308_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Шевченка;66/13;503935;2;9005308;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005352_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Добровольчих батальйонів[Союзна];52;493101;1;9005352;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005354_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Добровольчих батальйонів[Союзна];52;493101;2;9005354;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005356_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Добровольчих батальйонів[Союзна];52;493101;3;9005356;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005358_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Добровольчих батальйонів[Союзна];52;493101;4;9005358;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005386_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Парамонова;1/2;486067;1;9005386;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005388_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Парамонова;1/2;486067;2;9005388;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005390_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Парамонова;1/2;486067;3;9005390;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005392_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Парамонова;1/2;486067;4;9005392;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005394_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Парамонова;1/2;486067;5;9005394;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005396_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Парамонова;1/2;486067;6;9005396;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005444_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Олексія Поради[Димитрова];43;470730;1;9005444;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005446_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Олексія Поради[Димитрова];43;470730;2;9005446;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005448_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Олексія Поради[Димитрова];43;470730;3;9005448;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005450_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Олексія Поради[Димитрова];43;470730;4;9005450;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005488_1;;Запорізька область;Бердянськ м.;Європейська[Кірова];3;962835;1;9005488;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005490_1;;Запорізька область;Бердянськ м.;Європейська[Кірова];3;962835;2;9005490;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005546_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;91;504681;1;9005546;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005548_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Космічна;91;504681;2;9005548;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005550_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Олександра Матросова;24;461777;1;9005550;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005552_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Олександра Матросова;24;461777;2;9005552;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005554_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Ногіна;12;484114;1;9005554;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005556_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Ногіна;12;484114;2;9005556;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005590_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Незалежної України[40 років Радянської України];58А;494544;1;9005590;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005592_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Незалежної України[40 років Радянської України];58А;494544;2;9005592;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005706_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перемоги;6А;487547;1;9005706;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005708_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перемоги;6А;487547;2;9005708;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005762_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;13;504115;1;9005762;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005764_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;13;504115;2;9005764;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005766_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;13;504115;3;9005766;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005768_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Запорізького Козацтва;13;504115;4;9005768;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005770_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Європейська[Малиновського];42;480347;1;9005770;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005772_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Європейська[Малиновського];42;480347;2;9005772;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005774_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Європейська[Малиновського];42;480347;3;9005774;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005776_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Троїцька[Чекістів];37;2006596;1;9005776;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005778_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Троїцька[Чекістів];37;2006596;2;9005778;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005780_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Троїцька[Чекістів];37;2006596;3;9005780;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005802_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];42А;2006506;1;9005802;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005804_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];42А;2006506;2;9005804;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005806_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];42А;2006506;3;9005806;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005808_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];42А;2006506;4;9005808;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005810_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];42А;2006506;5;9005810;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005864_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Юності;59А;502873;1;9005864;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9005866_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Юності;59А;502873;2;9005866;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006046_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перша Ливарна[Червоногвардійська];8;477021;1;9006046;7;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006108_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3Б;2008660;1;9006108;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006110_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3Б;2008660;2;9006110;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006112_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3Б;2008660;3;9006112;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006114_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3Б;2008660;4;9006114;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006116_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3Б;2008660;5;9006116;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006202_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кам'яногірська;13;474310;1;9006202;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006204_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кам'яногірська;13;474310;2;9006204;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006206_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кам'яногірська;13;474310;3;9006206;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006214_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Автозаводська;48;2009682;1;9006214;9;;;;;;;"ТОВ  ""Нет-Строй Групп""";назначен в план;GIS;10.02.2017
LKD_na_9006232_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Узбекистанська;5;496916;1;9006232;10;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006234_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Узбекистанська;5;496916;2;9006234;10;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006254_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3В;2008654;1;9006254;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006256_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3В;2008654;2;9006256;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006258_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3В;2008654;3;9006258;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006260_1;;Запорізька область;Бердянськ м.;Північна[Морозова Павлика];3В;2008654;4;9006260;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006336_1;;Запорізька область;Бердянськ м.;Привокзальна[Енгельса];34;962673;1;9006336;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006338_1;;Запорізька область;Бердянськ м.;Привокзальна[Енгельса];34;962673;2;9006338;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006340_1;;Запорізька область;Бердянськ м.;Привокзальна[Енгельса];34;962673;3;9006340;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006342_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Рубана;25;503883;1;9006342;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006344_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Рубана;25;503883;2;9006344;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006346_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Рубана;25;503883;3;9006346;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006362_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);40 років Перемоги;65А;503504;1;9006362;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006364_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);40 років Перемоги;65А;503504;2;9006364;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006366_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);40 років Перемоги;65А;503504;3;9006366;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006368_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);40 років Перемоги;65А;503504;4;9006368;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006438_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;1;9006438;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006440_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;2;9006440;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006442_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;3;9006442;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006444_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;4;9006444;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006446_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;5;9006446;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006448_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;6;9006448;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006450_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;7;9006450;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006452_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;8;9006452;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006454_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;9;9006454;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006456_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;10;9006456;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006458_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;11;9006458;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006460_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;12;9006460;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006462_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Соборний[Леніна];153А;2006500;13;9006462;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006524_1;;Запорізька область;Бердянськ м.;Фестивальна;29А;2005552;1;9006524;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006526_1;;Запорізька область;Бердянськ м.;Фестивальна;29А;2005552;2;9006526;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006528_1;;Запорізька область;Бердянськ м.;Фестивальна;29А;2005552;3;9006528;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006582_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Узбекистанська;1;1102169;1;9006582;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006584_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Узбекистанська;1;1102169;2;9006584;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006586_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Узбекистанська;1;1102169;3;9006586;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006622_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кам'яногірська;2;474313;1;9006622;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006624_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кам'яногірська;2;474313;2;9006624;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006626_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кам'яногірська;2;474313;3;9006626;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006628_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Кам'яногірська;2;474313;4;9006628;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006702_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Радіаторна;46;489241;1;9006702;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006704_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Радіаторна;46;489241;2;9006704;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006706_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Радіаторна;46;489241;3;9006706;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006708_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Радіаторна;46;489241;4;9006708;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006710_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Радіаторна;46;489241;5;9006710;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006712_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Радіаторна;46;489241;6;9006712;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006730_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перемоги;105А;487496;1;9006730;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006732_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Перемоги;105А;487496;2;9006732;5;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006762_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Цитрусова;5;499257;1;9006762;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006764_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Цитрусова;5;499257;2;9006764;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006772_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);40 років Перемоги;21;503480;1;9006772;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006774_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);40 років Перемоги;21;503480;2;9006774;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006814_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Зернова;37Б;473219;1;9006814;9;;;;;;;;назначен в план;GIS;10.02.2017
LKD_na_9006816_1;;Запорізька область;Запоріжжя м. (Запорізька область, обласного значення);Зернова;37Б;473219;2;9006816;9;;;;;;;;назначен в план;GIS;10.02.2017
